movieId,title,genres,vote_count,avg_rating,weighted_score
1235,Harold and Maude (1971),Comedy|Drama|Romance,26,4.288461538461538,4.207057618994858
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,211,4.2156398104265405,4.205629303508649
2329,American History X (1998),Crime|Drama,129,4.217054263565892,4.2007929617488715
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,17,4.323529411764706,4.200233547542544
1208,Apocalypse Now (1979),Action|Drama|War,107,4.219626168224299,4.200042463189553
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,200,4.2075,4.197067344585472
168252,Logan (2017),Action|Sci-Fi,25,4.28,4.196595391101818
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,18,4.305555555555555,4.190698616707185
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,307,4.197068403908795,4.190337648228552
4334,Yi Yi (2000),Drama,5,4.6,4.188083868856361
1193,One Flew Over the Cuckoo's Nest (1975),Drama,133,4.203007518796992,4.187534345226845
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,131,4.202290076335878,4.186602022021275
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,278,4.192446043165468,4.185070003383811
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,30,4.25,4.18195972578336
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,59,4.211864406779661,4.177494692755659
905,It Happened One Night (1934),Comedy|Romance,14,4.321428571428571,4.1767453500500515
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,43,4.22093023255814,4.174014585888063
115122,What We Do in the Shadows (2014),Comedy|Horror,3,4.833333333333333,4.1674451584751475
26810,Bad Boy Bubby (1993),Drama,3,4.833333333333333,4.1674451584751475
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,6,4.5,4.167185661205654
5008,Witness for the Prosecution (1957),Drama|Mystery|Thriller,9,4.388888888888889,4.167055912570907
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance,120,4.183333333333334,4.166704641876836
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,40,4.2125,4.162899324438393
1225,Amadeus (1984),Drama,76,4.184210526315789,4.1582869740614035
356,Forrest Gump (1994),Comedy|Drama|Romance|War,329,4.164133738601824,4.158146599249551
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary|War,13,4.3076923076923075,4.15654193442818
176,Living in Oblivion (1995),Comedy,13,4.3076923076923075,4.15654193442818
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,279,4.161290322580645,4.154271882804436
1927,All Quiet on the Western Front (1930),Action|Drama|War,10,4.35,4.154205457757761
930,Notorious (1946),Film-Noir|Romance|Thriller,20,4.25,4.152376997863082
1446,Kolya (Kolja) (1996),Comedy|Drama,7,4.428571428571429,4.150467095085089
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,17,4.264705882352941,4.150233547542545
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,57,4.184210526315789,4.150077849180848
926,All About Eve (1950),Drama,24,4.229166666666667,4.1483211463278105
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,24,4.229166666666667,4.1483211463278105
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,136,4.161764705882353,4.147515618351446
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,48,4.1875,4.1471504108009976
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,131,4.1603053435114505,4.145557245901872
1199,Brazil (1985),Fantasy|Sci-Fi,59,4.177966101694915,4.14523662823953
38304,No Direction Home: Bob Dylan (2005),Documentary,4,4.625,4.143524421550127
55167,Tekkonkinkreet (Tekkon kinkurîto) (2006),Action|Adventure|Animation|Crime|Fantasy,4,4.625,4.143524421550127
2131,Autumn Sonata (Höstsonaten) (1978),Drama,4,4.625,4.143524421550127
43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),Drama|War,4,4.625,4.143524421550127
3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,18,4.25,4.143079569088138
1228,Raging Bull (1980),Drama,40,4.1875,4.1396435104849045
98491,Paperman (2012),Animation|Comedy|Romance,8,4.375,4.1367882682591715
2028,Saving Private Ryan (1998),Action|Drama|War,188,4.1462765957446805,4.136150109690318
4011,Snatch (2000),Comedy|Crime|Thriller,93,4.155913978494624,4.135465322404697
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,23,4.217391304347826,4.134795036571188
80906,Inside Job (2010),Documentary,12,4.291666666666667,4.1336447300567265
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,87,4.155172413793103,4.133385232787232
1719,"Sweet Hereafter, The (1997)",Drama,16,4.25,4.131824786886888
3147,"Green Mile, The (1999)",Crime|Drama,111,4.148648648648648,4.131619920621499
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,20,4.225,4.130637867428299
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,196,4.137755102040816,4.128164175632416
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,44,4.170454545454546,4.127758956401083
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,88,4.1477272727272725,4.126424955503856
1192,Paris Is Burning (1990),Documentary,5,4.5,4.125583868856361
2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance,5,4.5,4.125583868856361
7008,Last Tango in Paris (Ultimo tango a Parigi) (1972),Drama|Romance,5,4.5,4.125583868856361
158966,Captain Fantastic (2016),Drama,5,4.5,4.125583868856361
93838,The Raid: Redemption (2011),Action|Crime,9,4.333333333333333,4.12538924590424
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,9,4.333333333333333,4.12538924590424
8132,Gladiator (1992),Action|Drama,9,4.333333333333333,4.12538924590424
171763,Baby Driver (2017),Action|Crime|Thriller,9,4.333333333333333,4.12538924590424
7981,Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller,9,4.333333333333333,4.12538924590424
1242,Glory (1989),Drama|War,41,4.170731707317073,4.1251061579738835
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,75,4.1466666666666665,4.12185475578014
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,72,4.145833333333333,4.120062279344678
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,18,4.222222222222222,4.119270045278614
1203,12 Angry Men (1957),Drama,57,4.149122807017544,4.116744515847515
92535,Louis C.K.: Live at the Beacon Theater (2011),Comedy,10,4.3,4.115743919296222
55721,Elite Squad (Tropa de Elite) (2007),Action|Crime|Drama|Thriller,10,4.3,4.115743919296222
96829,"Hunt, The (Jagten) (2012)",Drama,10,4.3,4.115743919296222
68157,Inglourious Basterds (2009),Action|Drama|War,88,4.136363636363637,4.115435944514845
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,32,4.171875,4.114419170024311
1283,High Noon (1952),Drama|Western,19,4.2105263157894735,4.113848679584131
57669,In Bruges (2008),Comedy|Crime|Drama|Thriller,41,4.158536585365853,4.113742521610247
2357,Central Station (Central do Brasil) (1998),Drama,6,4.416666666666667,4.111630105650098
1683,"Wings of the Dove, The (1997)",Drama|Romance,6,4.416666666666667,4.111630105650098
1945,On the Waterfront (1954),Crime|Drama,24,4.1875,4.111284109290773
4226,Memento (2000),Mystery|Thriller,159,4.122641509433962,4.111139944141056
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,185,4.118918918918919,4.109067398674739
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,34,4.161764705882353,4.108234350022998
608,Fargo (1996),Comedy|Crime|Drama|Thriller,181,4.116022099447513,4.106003646472016
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,16,4.21875,4.105508997413204
6818,Come and See (Idi i smotri) (1985),Drama|War,2,5.0,4.100934190170177
6442,Belle époque (1992),Comedy|Romance,2,5.0,4.100934190170177
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,2,5.0,4.100934190170177
78836,Enter the Void (2009),Drama,2,5.0,4.100934190170177
53,Lamerica (1994),Adventure|Drama,2,5.0,4.100934190170177
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,2,5.0,4.100934190170177
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,2,5.0,4.100934190170177
2202,Lifeboat (1944),Drama|War,7,4.357142857142857,4.100467095085088
3068,"Verdict, The (1982)",Drama|Mystery,7,4.357142857142857,4.100467095085088
85342,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),Action|Crime|Drama,7,4.357142857142857,4.100467095085088
3429,Creature Comforts (1989),Animation|Comedy,12,4.25,4.100311396723393
3730,"Conversation, The (1974)",Drama|Mystery,17,4.205882352941177,4.100233547542544
162,Crumb (1994),Documentary,17,4.205882352941177,4.100233547542544
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,33,4.151515151515151,4.097351970856969
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,198,4.106060606060606,4.097038163934582
3030,Yojimbo (1961),Action|Adventure,13,4.230769230769231,4.09404193442818
3727,Near Dark (1987),Horror|Western,8,4.3125,4.091333722804626
1207,To Kill a Mockingbird (1962),Drama,58,4.120689655172414,4.090240507390998
111,Taxi Driver (1976),Crime|Drama|Thriller,104,4.105769230769231,4.088828700475242
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,14,4.214285714285714,4.088510055932405
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,43,4.127906976744186,4.087058064148933
541,Blade Runner (1982),Action|Sci-Fi|Thriller,124,4.100806451612903,4.086650952368904
1105,Children of the Corn IV: The Gathering (1996),Horror,3,4.666666666666667,4.0841118251418145
59141,Son of Rambow (2007),Children|Comedy|Drama,3,4.666666666666667,4.0841118251418145
5833,Dog Soldiers (2002),Action|Horror,3,4.666666666666667,4.0841118251418145
6345,"Chorus Line, A (1985)",Comedy|Drama|Musical,3,4.666666666666667,4.0841118251418145
2511,"Long Goodbye, The (1973)",Crime|Film-Noir,3,4.666666666666667,4.0841118251418145
62336,FLCL (2000),Animation|Comedy|Fantasy|Sci-Fi,9,4.277777777777778,4.083722579237573
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,27,4.148148148148148,4.08348903169503
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,45,4.122222222222222,4.083430644809393
1222,Full Metal Jacket (1987),Drama|War,102,4.098039215686274,4.080996866198579
56782,There Will Be Blood (2007),Drama|Western,28,4.142857142857143,4.080795837124223
78499,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,55,4.109090909090909,4.077666740531912
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama,10,4.25,4.077282380834684
116897,Wild Tales (2014),Comedy|Drama|Thriller,10,4.25,4.077282380834684
3037,Little Big Man (1970),Western,24,4.145833333333333,4.074247072253736
1266,Unforgiven (1992),Drama|Western,45,4.111111111111111,4.073013978142726
2502,Office Space (1999),Comedy|Crime,94,4.090425531914893,4.072213102586091
1046,Beautiful Thing (1996),Drama|Romance,4,4.5,4.0720958501215545
25771,"Andalusian Dog, An (Chien andalou, Un) (1929)",Fantasy,4,4.5,4.0720958501215545
3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime,4,4.5,4.0720958501215545
98154,Lincoln (2012),Drama|War,4,4.5,4.0720958501215545
1733,Afterglow (1997),Drama|Romance,4,4.5,4.0720958501215545
1066,Shall We Dance (1937),Comedy|Musical|Romance,4,4.5,4.0720958501215545
28,Persuasion (1995),Drama|Romance,11,4.2272727272727275,4.071762210775064
115569,Nightcrawler (2014),Crime|Drama|Thriller,18,4.166666666666667,4.0716509976595665
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,18,4.166666666666667,4.0716509976595665
5995,"Pianist, The (2002)",Drama|War,46,4.108695652173913,4.0715238969561405
1272,Patton (1970),Drama|War,33,4.121212121212121,4.069574193079191
800,Lone Star (1996),Drama|Mystery|Western,19,4.157894736842105,4.068394134129585
142488,Spotlight (2015),Thriller,19,4.157894736842105,4.068394134129585
3083,All About My Mother (Todo sobre mi madre) (1999),Drama,19,4.157894736842105,4.068394134129585
44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller,34,4.117647058823529,4.067693809482456
1258,"Shining, The (1980)",Horror,109,4.08256880733945,4.067005990632597
1704,Good Will Hunting (1997),Drama|Romance,141,4.078014184397163,4.0660046593809085
86781,Incendies (2010),Drama|Mystery|War,5,4.4,4.063083868856361
6791,Babette's Feast (Babettes gæstebud) (1987),Drama,5,4.4,4.063083868856361
3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,5,4.4,4.063083868856361
4406,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,5,4.4,4.063083868856361
4967,No Man's Land (2001),Drama|War,13,4.1923076923076925,4.06279193442818
2067,Doctor Zhivago (1965),Drama|Romance|War,21,4.142857142857143,4.062694622952121
92259,Intouchables (2011),Comedy|Drama,37,4.108108108108108,4.062616773771272
6591,"Magdalene Sisters, The (2002)",Drama,6,4.333333333333333,4.056074550094542
1949,"Man for All Seasons, A (1966)",Drama,6,4.333333333333333,4.056074550094542
942,Laura (1944),Crime|Film-Noir|Mystery,6,4.333333333333333,4.056074550094542
3246,Malcolm X (1992),Drama,15,4.166666666666667,4.05581505282505
1244,Manhattan (1979),Comedy|Drama|Romance,33,4.106060606060606,4.055685304190303
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,143,4.066433566433567,4.054826513361993
122926,Untitled Spider-Man Reboot (2017),Action|Adventure|Fantasy,16,4.15625,4.052877418465836
5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War,16,4.15625,4.052877418465836
104879,Prisoners (2013),Drama|Mystery|Thriller,16,4.15625,4.052877418465836
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,7,4.285714285714286,4.050467095085088
3341,Born Yesterday (1950),Comedy,7,4.285714285714286,4.050467095085088
170705,Band of Brothers (2001),Action|Drama|War,7,4.285714285714286,4.050467095085088
5747,Gallipoli (1981),Drama|War,7,4.285714285714286,4.050467095085088
2858,American Beauty (1999),Drama|Romance,204,4.056372549019608,4.048331743723918
27773,Old Boy (2003),Mystery|Thriller,39,4.089743589743589,4.047730260734545
3200,"Last Detail, The (1973)",Comedy|Drama,8,4.25,4.045879177350081
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,97,4.061855670103093,4.045046709508508
1247,"Graduate, The (1967)",Comedy|Drama|Romance,79,4.063291139240507,4.0427398896445235
60069,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,104,4.0576923076923075,4.042099728512625
3814,Love and Death (1975),Comedy,9,4.222222222222222,4.042055912570907
899,Singin' in the Rain (1952),Comedy|Musical|Romance,47,4.074468085106383,4.040093419017017
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,10,4.2,4.038820842373146
5500,Top Secret! (1984),Comedy,10,4.2,4.038820842373146
71899,Mary and Max (2009),Animation|Comedy|Drama,10,4.2,4.038820842373146
994,Big Night (1996),Comedy|Drama,11,4.181818181818182,4.036047925060777
55442,Persepolis (2007),Animation|Drama,11,4.181818181818182,4.036047925060777
2921,High Plains Drifter (1973),Western,11,4.181818181818182,4.036047925060777
4642,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical,11,4.181818181818182,4.036047925060777
1950,In the Heat of the Night (1967),Drama|Mystery,11,4.181818181818182,4.036047925060777
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,25,4.1,4.035881105387531
1673,Boogie Nights (1997),Drama,39,4.076923076923077,4.035825498829783
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,140,4.046428571428572,4.034997698957
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,40,4.075,4.034992347694207
2565,"King and I, The (1956)",Drama|Musical|Romance,12,4.166666666666667,4.033644730056727
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,27,4.092592592592593,4.03348903169503
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,28,4.089285714285714,4.032408740350029
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,14,4.142857142857143,4.02968652652064
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,171,4.038011695906433,4.028762476729028
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,67,4.052238805970149,4.028638156440727
3836,Kelly's Heroes (1970),Action|Comedy|War,15,4.133333333333334,4.028037275047272
1281,"Great Dictator, The (1940)",Comedy|Drama|War,15,4.133333333333334,4.028037275047272
4499,Dirty Rotten Scoundrels (1988),Comedy,16,4.125,4.026561628992152
3972,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy,16,4.125,4.026561628992152
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,16,4.125,4.026561628992152
2318,Happiness (1998),Comedy|Drama,16,4.125,4.026561628992152
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,35,4.071428571428571,4.0264387092329175
38061,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,35,4.071428571428571,4.0264387092329175
1084,Bonnie and Clyde (1967),Crime|Drama,35,4.071428571428571,4.0264387092329175
110,Braveheart (1995),Action|Drama|War,237,4.031645569620253,4.025019462295212
112852,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi,59,4.0508474576271185,4.024268886304046
778,Trainspotting (1996),Comedy|Crime|Drama,102,4.03921568627451,4.023854009055722
923,Citizen Kane (1941),Drama|Mystery,69,4.043478260869565,4.020898207650707
1219,Psycho (1960),Crime|Horror,83,4.036144578313253,4.017496173847103
81845,"King's Speech, The (2010)",Drama,58,4.043103448275862,4.0164700155877195
69481,"Hurt Locker, The (2008)",Action|Drama|Thriller|War,34,4.0588235294117645,4.013639755428402
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,188,4.0212765957446805,4.013113460475659
6711,Lost in Translation (2003),Comedy|Drama|Romance,74,4.033783783783784,4.0130476746863755
2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,39,4.051282051282051,4.012015975020259
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,51,4.03921568627451,4.00934575834909
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,56,4.035714285714286,4.008553744929676
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,58,4.0344827586206895,4.008273294276244
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,133,4.018796992481203,4.007387286403316
74282,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children|Drama|Romance,2,4.75,4.000934190170177
5915,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War,2,4.75,4.000934190170177
3302,Beautiful People (1999),Comedy,2,4.75,4.000934190170177
670,"World of Apu, The (Apur Sansar) (1959)",Drama,2,4.75,4.000934190170177
7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),Drama|Romance,2,4.75,4.000934190170177
73881,3 Idiots (2009),Comedy|Drama|Romance,2,4.75,4.000934190170177
4298,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,2,4.75,4.000934190170177
64197,Hunger (2008),Drama,2,4.75,4.000934190170177
100882,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013),Adventure|Comedy|Fantasy|Romance|IMAX,2,4.75,4.000934190170177
7767,"Best of Youth, The (La meglio gioventù) (2003)",Drama,2,4.75,4.000934190170177
126430,The Pacific (2010),Action|Adventure|Drama|War,2,4.75,4.000934190170177
30745,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),Comedy|Crime|Drama|Horror|Mystery,2,4.75,4.000934190170177
74727,Gentlemen of Fortune (Dzhentlmeny udachi) (1972),Comedy|Crime|Drama|Mystery,2,4.75,4.000934190170177
142115,The Blue Planet (2001),Documentary,2,4.75,4.000934190170177
166024,Whiplash (2013),(no genres listed),2,4.75,4.000934190170177
40412,Dead Man's Shoes (2004),Crime|Thriller,2,4.75,4.000934190170177
44889,Reefer Madness: The Movie Musical (2005),Comedy|Drama|Musical,2,4.75,4.000934190170177
6254,"Awful Truth, The (1937)",Comedy|Romance,2,4.75,4.000934190170177
3855,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance,2,4.75,4.000934190170177
147376,Doctor Who: A Christmas Carol (2010),Sci-Fi,2,4.75,4.000934190170177
172591,The Godfather Trilogy: 1972-1990 (1992),(no genres listed),2,4.75,4.000934190170177
5772,My Dinner with André (1981),Drama,2,4.75,4.000934190170177
185135,Sherlock - A Study in Pink (2010),Crime,2,4.75,4.000934190170177
97866,"Imposter, The (2012)",Documentary,2,4.75,4.000934190170177
32582,"Wild Parrots of Telegraph Hill, The (2003)",Documentary,2,4.75,4.000934190170177
112515,"Babadook, The (2014)",Drama|Horror|Thriller,3,4.5,4.0007784918084806
30803,3-Iron (Bin-jip) (2004),Drama|Romance,3,4.5,4.0007784918084806
4956,"Stunt Man, The (1980)",Action|Adventure|Comedy|Drama|Romance|Thriller,3,4.5,4.0007784918084806
117192,Doctor Who: The Time of the Doctor (2013),Adventure|Drama,3,4.5,4.0007784918084806
147382,Doctor Who: Voyage Of The Damned (2007),Action|Sci-Fi,3,4.5,4.0007784918084806
86892,The Man from Nowhere (2010),Action|Crime|Thriller,3,4.5,4.0007784918084806
60333,Encounters at the End of the World (2008),Documentary,3,4.5,4.0007784918084806
5404,84 Charing Cross Road (1987),Drama|Romance,3,4.5,4.0007784918084806
85736,BURN-E (2008),Adventure|Animation|Children|Sci-Fi,3,4.5,4.0007784918084806
26528,Anne of Green Gables (1985),Children|Drama,3,4.5,4.0007784918084806
6300,Flickering Lights (Blinkende lygter) (2000),Action|Comedy|Crime,3,4.5,4.0007784918084806
1836,"Last Days of Disco, The (1998)",Comedy|Drama,3,4.5,4.0007784918084806
26082,Harakiri (Seppuku) (1962),Drama,3,4.5,4.0007784918084806
7842,Dune (2000),Drama|Fantasy|Sci-Fi,4,4.375,4.000667278692983
58301,Funny Games U.S. (2007),Drama|Thriller,4,4.375,4.000667278692983
127098,Louis C.K.: Live at The Comedy Store (2015),Comedy,4,4.375,4.000667278692983
74324,Temple Grandin (2010),Drama,4,4.375,4.000667278692983
26471,Eddie Murphy Delirious (1983),Comedy|Documentary,4,4.375,4.000667278692983
152970,Hunt for the Wilderpeople (2016),Adventure|Comedy,4,4.375,4.000667278692983
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,4,4.375,4.000667278692983
72356,Partly Cloudy (2009),Animation|Children|Comedy|Fantasy,4,4.375,4.000667278692983
2677,Buena Vista Social Club (1999),Documentary|Musical,4,4.375,4.000667278692983
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",Comedy|Drama|Fantasy,5,4.3,4.000583868856361
3470,Dersu Uzala (1975),Adventure|Drama,5,4.3,4.000583868856361
86504,Voices from the List (2004),Documentary,5,4.3,4.000583868856361
67997,In the Loop (2009),Comedy,5,4.3,4.000583868856361
4021,Before Night Falls (2000),Drama,5,4.3,4.000583868856361
27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi,5,4.3,4.000583868856361
26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)",Drama|War,5,4.3,4.000583868856361
